  #| i-cache size|i-cache assoc|d-cache size|d-cache assoc|l2-cache size|l2-cache assoc|cache line size| avg. edap
375|      32     |      4      |     32     |      4      |     2048    |      8       |      128      |  3.59  
376|      64     |      1      |     32     |      4      |     2048    |      8       |      128      |  3.59  
377|      64     |      4      |     64     |      2      |     2048    |      8       |      128      |  3.60  
378|      16     |      4      |     64     |      4      |     2048    |      8       |      128      |  3.60  
379|      32     |      4      |     64     |      4      |     2048    |      8       |      128      |  3.60  
380|      64     |      1      |     64     |      4      |     2048    |      8       |      128      |  3.60  
381|      64     |      2      |     64     |      2      |     2048    |      8       |      128      |  3.61  
382|      64     |      4      |     32     |      4      |     2048    |      8       |      128      |  3.61  
383|      64     |      2      |     32     |      4      |     2048    |      8       |      128      |  3.61  
384|      64     |      4      |     64     |      4      |     2048    |      8       |      128      |  3.62  
385|      64     |      2      |     64     |      4      |     2048    |      8       |      128      |  3.62  
386|      32     |      4      |     16     |      4      |     2048    |      8       |      128      |  3.64  
387|      16     |      4      |     16     |      4      |     2048    |      8       |      128      |  3.64  
388|      64     |      1      |     16     |      4      |     2048    |      8       |      128      |  3.64  
389|      64     |      4      |     16     |      4      |     2048    |      8       |      128      |  3.66  
390|      64     |      2      |     16     |      4      |     2048    |      8       |      128      |  3.66  
391|      16     |      1      |    128     |      4      |     2048    |      8       |      128      |  3.99  
392|      32     |      1      |    128     |      4      |     2048    |      8       |      128      |  4.00  
393|      16     |      1      |    128     |      2      |     2048    |      8       |      128      |  4.02  
394|     128     |      4      |     64     |      2      |     2048    |      8       |      128      |  4.02  
395|      32     |      1      |    128     |      2      |     2048    |      8       |      128      |  4.02  
396|     128     |      4      |     32     |      4      |     2048    |      8       |      128      |  4.02  
397|     128     |      4      |     64     |      4      |     2048    |      8       |      128      |  4.04  
398|     128     |      2      |     64     |      2      |     2048    |      8       |      128      |  4.04  
399|     128     |      2      |     32     |      4      |     2048    |      8       |      128      |  4.05  
400|     128     |      2      |     64     |      4      |     2048    |      8       |      128      |  4.06  
401|     128     |      4      |     16     |      4      |     2048    |      8       |      128      |  4.08  
402|     128     |      2      |     16     |      4      |     2048    |      8       |      128      |  4.10  
403|     128     |      1      |     64     |      2      |     2048    |      8       |      128      |  4.10  
404|     128     |      1      |     32     |      4      |     2048    |      8       |      128      |  4.11  
405|     128     |      1      |     64     |      4      |     2048    |      8       |      128      |  4.12  
406|     128     |      1      |     16     |      4      |     2048    |      8       |      128      |  4.16  
407|      16     |      1      |     64     |      8      |     2048    |      8       |      128      |  4.17  
408|      32     |      1      |     64     |      8      |     2048    |      8       |      128      |  4.18  
409|      16     |      1      |    128     |      8      |     2048    |      8       |      128      |  4.19  
410|      32     |      1      |    128     |      8      |     2048    |      8       |      128      |  4.20  
411|      16     |      1      |     16     |      8      |     2048    |      8       |      128      |  4.25  
412|      32     |      1      |     16     |      8      |     2048    |      8       |      128      |  4.25  
413|      16     |      1      |     32     |      8      |     2048    |      8       |      128      |  4.26  
414|      32     |      1      |     32     |      8      |     2048    |      8       |      128      |  4.27  
415|      16     |      2      |    128     |      4      |     2048    |      8       |      128      |  4.34  
416|      32     |      2      |    128     |      4      |     2048    |      8       |      128      |  4.35  
417|      16     |      2      |    128     |      2      |     2048    |      8       |      128      |  4.36  
418|      32     |      2      |    128     |      2      |     2048    |      8       |      128      |  4.38  
419|      16     |      2      |     64     |      8      |     2048    |      8       |      128      |  4.53  
420|      32     |      2      |     64     |      8      |     2048    |      8       |      128      |  4.54  
421|      16     |      2      |    128     |      8      |     2048    |      8       |      128      |  4.54  
422|      32     |      2      |    128     |      8      |     2048    |      8       |      128      |  4.56  
423|      16     |      2      |     16     |      8      |     2048    |      8       |      128      |  4.60  
424|      16     |      2      |     32     |      8      |     2048    |      8       |      128      |  4.62  
425|      32     |      2      |     16     |      8      |     2048    |      8       |      128      |  4.62  
426|      32     |      2      |     32     |      8      |     2048    |      8       |      128      |  4.63  
427|      32     |      4      |    128     |      4      |     2048    |      8       |      128      |  4.64  
428|      16     |      4      |    128     |      4      |     2048    |      8       |      128      |  4.64  
429|      64     |      1      |    128     |      4      |     2048    |      8       |      128      |  4.64  
430|      64     |      4      |    128     |      4      |     2048    |      8       |      128      |  4.66  
431|      64     |      2      |    128     |      4      |     2048    |      8       |      128      |  4.66  
432|      32     |      4      |    128     |      2      |     2048    |      8       |      128      |  4.67  
433|      64     |      1      |    128     |      2      |     2048    |      8       |      128      |  4.67  
434|      16     |      4      |    128     |      2      |     2048    |      8       |      128      |  4.67  
435|      64     |      4      |    128     |      2      |     2048    |      8       |      128      |  4.69  
436|      64     |      2      |    128     |      2      |     2048    |      8       |      128      |  4.69  
437|      16     |      4      |     64     |      8      |     2048    |      8       |      128      |  4.84  
438|      64     |      1      |     64     |      8      |     2048    |      8       |      128      |  4.84  
439|      32     |      4      |     64     |      8      |     2048    |      8       |      128      |  4.84  
440|      32     |      4      |    128     |      8      |     2048    |      8       |      128      |  4.85  
441|      16     |      4      |    128     |      8      |     2048    |      8       |      128      |  4.86  
442|      64     |      1      |    128     |      8      |     2048    |      8       |      128      |  4.86  
443|      64     |      4      |     64     |      8      |     2048    |      8       |      128      |  4.86  
444|      64     |      2      |     64     |      8      |     2048    |      8       |      128      |  4.86  
445|      64     |      4      |    128     |      8      |     2048    |      8       |      128      |  4.87  
446|      64     |      2      |    128     |      8      |     2048    |      8       |      128      |  4.88  
447|      32     |      4      |     16     |      8      |     2048    |      8       |      128      |  4.91  
448|      16     |      4      |     16     |      8      |     2048    |      8       |      128      |  4.91  
449|      64     |      1      |     16     |      8      |     2048    |      8       |      128      |  4.91  
450|      16     |      4      |     32     |      8      |     2048    |      8       |      128      |  4.93  
451|      64     |      1      |     32     |      8      |     2048    |      8       |      128      |  4.93  
452|      32     |      4      |     32     |      8      |     2048    |      8       |      128      |  4.93  
453|      64     |      4      |     16     |      8      |     2048    |      8       |      128      |  4.93  
454|      64     |      2      |     16     |      8      |     2048    |      8       |      128      |  4.94  
455|      64     |      4      |     32     |      8      |     2048    |      8       |      128      |  4.95  
456|      64     |      2      |     32     |      8      |     2048    |      8       |      128      |  4.95  
457|     128     |      4      |    128     |      4      |     2048    |      8       |      128      |  5.12  
458|     128     |      2      |    128     |      4      |     2048    |      8       |      128      |  5.15  
459|     128     |      4      |    128     |      2      |     2048    |      8       |      128      |  5.15  
460|     128     |      2      |    128     |      2      |     2048    |      8       |      128      |  5.18  
461|     128     |      1      |    128     |      4      |     2048    |      8       |      128      |  5.22  
462|     128     |      1      |    128     |      2      |     2048    |      8       |      128      |  5.25  
463|     128     |      4      |     64     |      8      |     2048    |      8       |      128      |  5.33  
464|     128     |      4      |    128     |      8      |     2048    |      8       |      128      |  5.35  
465|     128     |      2      |     64     |      8      |     2048    |      8       |      128      |  5.35  
466|     128     |      2      |    128     |      8      |     2048    |      8       |      128      |  5.37  
467|     128     |      4      |     16     |      8      |     2048    |      8       |      128      |  5.41  
468|     128     |      4      |     32     |      8      |     2048    |      8       |      128      |  5.42  
469|     128     |      1      |     64     |      8      |     2048    |      8       |      128      |  5.42  
470|     128     |      2      |     16     |      8      |     2048    |      8       |      128      |  5.43  
471|     128     |      1      |    128     |      8      |     2048    |      8       |      128      |  5.44  
472|     128     |      2      |     32     |      8      |     2048    |      8       |      128      |  5.45  
473|     128     |      1      |     16     |      8      |     2048    |      8       |      128      |  5.50  
474|     128     |      1      |     32     |      8      |     2048    |      8       |      128      |  5.52  
