  #| i-cache size|i-cache assoc|d-cache size|d-cache assoc|l2-cache size|l2-cache assoc|cache line size| avg. cpi
 56|      64     |      1      |     64     |      4      |     2048    |      8       |      128      |  2.33  
 57|      32     |      4      |     64     |      2      |     2048    |      8       |      128      |  2.33  
 58|      32     |      4      |     32     |      8      |     2048    |      8       |      128      |  2.33  
 59|     128     |      1      |     64     |      2      |     2048    |      8       |      128      |  2.33  
 60|      32     |      4      |     32     |      4      |     2048    |      8       |      128      |  2.33  
 61|     128     |      1      |     32     |      8      |     2048    |      8       |      128      |  2.33  
 62|     128     |      1      |     32     |      4      |     2048    |      8       |      128      |  2.33  
 63|      64     |      1      |     32     |      8      |     2048    |      8       |      128      |  2.33  
 64|      64     |      1      |     32     |      4      |     2048    |      8       |      128      |  2.33  
 65|     128     |      2      |     64     |      2      |     2048    |      8       |      128      |  2.33  
 66|     128     |      4      |     16     |      8      |     2048    |      8       |      128      |  2.33  
 67|     128     |      2      |     16     |      8      |     2048    |      8       |      128      |  2.33  
 68|      64     |      4      |     16     |      8      |     2048    |      8       |      128      |  2.33  
 69|      32     |      2      |     16     |      8      |     2048    |      8       |      128      |  2.33  
 70|      64     |      1      |     64     |      2      |     2048    |      8       |      128      |  2.33  
 71|      32     |      4      |     16     |      8      |     2048    |      8       |      128      |  2.33  
 72|      64     |      1      |     16     |      8      |     2048    |      8       |      128      |  2.33  
 73|     128     |      4      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 74|      64     |      2      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 75|      32     |      4      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 76|      64     |      4      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 77|      32     |      2      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 78|     128     |      2      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 79|     128     |      1      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 80|      64     |      1      |     16     |      4      |     2048    |      8       |      128      |  2.33  
 81|      32     |      2      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 82|      64     |      2      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 83|     128     |      4      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 84|      64     |      4      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 85|     128     |      2      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 86|     128     |      1      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 87|      32     |      4      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 88|      16     |      4      |    128     |      4      |     2048    |      8       |      128      |  2.33  
 89|      64     |      1      |     32     |      2      |     2048    |      8       |      128      |  2.33  
 90|      16     |      4      |    128     |      8      |     2048    |      8       |      128      |  2.33  
 91|      16     |      4      |    128     |      2      |     2048    |      8       |      128      |  2.33  
 92|      16     |      4      |     64     |      4      |     2048    |      8       |      128      |  2.34  
 93|      16     |      4      |     64     |      8      |     2048    |      8       |      128      |  2.34  
 94|      16     |      4      |     32     |      8      |     2048    |      8       |      128      |  2.34  
 95|      16     |      4      |     32     |      4      |     2048    |      8       |      128      |  2.34  
 96|      16     |      4      |     64     |      2      |     2048    |      8       |      128      |  2.34  
 97|      16     |      4      |     16     |      8      |     2048    |      8       |      128      |  2.34  
 98|      16     |      4      |     16     |      4      |     2048    |      8       |      128      |  2.34  
 99|     128     |      4      |     16     |      2      |     2048    |      8       |      128      |  2.34  
100|      16     |      4      |     32     |      2      |     2048    |      8       |      128      |  2.34  
101|      64     |      2      |     16     |      2      |     2048    |      8       |      128      |  2.34  
102|      64     |      4      |     16     |      2      |     2048    |      8       |      128      |  2.34  
103|     128     |      2      |     16     |      2      |     2048    |      8       |      128      |  2.34  
104|      32     |      4      |     16     |      2      |     2048    |      8       |      128      |  2.34  
105|      32     |      2      |     16     |      2      |     2048    |      8       |      128      |  2.34  
106|     128     |      1      |     16     |      2      |     2048    |      8       |      128      |  2.34  
107|      64     |      1      |     16     |      2      |     2048    |      8       |      128      |  2.34  
108|      16     |      4      |     16     |      2      |     2048    |      8       |      128      |  2.35  
109|      32     |      1      |    128     |      2      |     2048    |      8       |      128      |  2.36  
110|      32     |      1      |    128     |      4      |     2048    |      8       |      128      |  2.36  
111|      32     |      1      |    128     |      8      |     2048    |      8       |      128      |  2.36  
112|      32     |      1      |     64     |      4      |     2048    |      8       |      128      |  2.36  
113|      32     |      1      |     64     |      8      |     2048    |      8       |      128      |  2.36  
114|      32     |      1      |     32     |      8      |     2048    |      8       |      128      |  2.36  
115|      32     |      1      |     32     |      4      |     2048    |      8       |      128      |  2.36  
116|      32     |      1      |     64     |      2      |     2048    |      8       |      128      |  2.36  
117|      32     |      1      |     16     |      8      |     2048    |      8       |      128      |  2.36  
118|      32     |      1      |     16     |      4      |     2048    |      8       |      128      |  2.36  
119|      16     |      2      |    128     |      2      |     2048    |      8       |      128      |  2.36  
120|      16     |      2      |    128     |      4      |     2048    |      8       |      128      |  2.36  
121|      16     |      2      |    128     |      8      |     2048    |      8       |      128      |  2.36  
122|      16     |      2      |     64     |      4      |     2048    |      8       |      128      |  2.36  
123|      16     |      2      |     64     |      8      |     2048    |      8       |      128      |  2.36  
124|      16     |      2      |     16     |      8      |     2048    |      8       |      128      |  2.36  
125|      16     |      2      |     32     |      8      |     2048    |      8       |      128      |  2.36  
126|      16     |      2      |     64     |      2      |     2048    |      8       |      128      |  2.36  
127|      16     |      2      |     32     |      4      |     2048    |      8       |      128      |  2.36  
128|      16     |      2      |     16     |      4      |     2048    |      8       |      128      |  2.36  
129|      32     |      1      |     32     |      2      |     2048    |      8       |      128      |  2.36  
130|      16     |      2      |     32     |      2      |     2048    |      8       |      128      |  2.37  
131|      32     |      1      |     16     |      2      |     2048    |      8       |      128      |  2.37  
132|      16     |      2      |     16     |      2      |     2048    |      8       |      128      |  2.37  
133|      16     |      1      |    128     |      2      |     2048    |      8       |      128      |  2.41  
134|      16     |      1      |    128     |      4      |     2048    |      8       |      128      |  2.41  
135|      16     |      1      |    128     |      8      |     2048    |      8       |      128      |  2.41  
136|      16     |      1      |     64     |      2      |     2048    |      8       |      128      |  2.41  
137|      16     |      1      |     64     |      8      |     2048    |      8       |      128      |  2.41  
138|      16     |      1      |     64     |      4      |     2048    |      8       |      128      |  2.41  
139|      16     |      1      |     32     |      8      |     2048    |      8       |      128      |  2.41  
140|      16     |      1      |     32     |      4      |     2048    |      8       |      128      |  2.41  
141|      16     |      1      |     16     |      8      |     2048    |      8       |      128      |  2.41  
142|      16     |      1      |     16     |      4      |     2048    |      8       |      128      |  2.41  
143|      16     |      1      |     32     |      2      |     2048    |      8       |      128      |  2.41  
144|      16     |      1      |     16     |      2      |     2048    |      8       |      128      |  2.42  
145|      32     |      4      |    128     |      2      |     2048    |      8       |       64      |  2.87  
146|     128     |      1      |    128     |      2      |     2048    |      8       |       64      |  2.87  
147|     128     |      1      |    128     |      8      |     2048    |      8       |       64      |  2.87  
148|     128     |      2      |    128     |      2      |     2048    |      8       |       64      |  2.87  
149|     128     |      4      |    128     |      2      |     2048    |      8       |       64      |  2.87  
150|     128     |      1      |    128     |      4      |     2048    |      8       |       64      |  2.87  
151|      64     |      4      |    128     |      2      |     2048    |      8       |       64      |  2.87  
152|      32     |      4      |    128     |      4      |     2048    |      8       |       64      |  2.87  
153|      64     |      4      |    128     |      8      |     2048    |      8       |       64      |  2.87  
154|      16     |      4      |    128     |      4      |     2048    |      8       |       64      |  2.87  
155|      16     |      4      |    128     |      8      |     2048    |      8       |       64      |  2.87  
156|     128     |      2      |    128     |      8      |     2048    |      8       |       64      |  2.87  
157|     128     |      2      |    128     |      4      |     2048    |      8       |       64      |  2.87  
158|     128     |      4      |    128     |      8      |     2048    |      8       |       64      |  2.87  
159|     128     |      4      |    128     |      4      |     2048    |      8       |       64      |  2.87  
160|      64     |      4      |    128     |      4      |     2048    |      8       |       64      |  2.87  
161|      32     |      4      |    128     |      8      |     2048    |      8       |       64      |  2.87  
162|      64     |      2      |    128     |      2      |     2048    |      8       |       64      |  2.87  
163|      16     |      4      |    128     |      2      |     2048    |      8       |       64      |  2.87  
164|      64     |      2      |    128     |      8      |     2048    |      8       |       64      |  2.87  
165|      64     |      1      |    128     |      4      |     2048    |      8       |       64      |  2.87  
166|      64     |      2      |    128     |      4      |     2048    |      8       |       64      |  2.87  
167|      64     |      1      |    128     |      8      |     2048    |      8       |       64      |  2.87  
168|      64     |      1      |    128     |      2      |     2048    |      8       |       64      |  2.87  
169|     128     |      1      |     64     |      2      |     2048    |      8       |       64      |  2.87  
170|      32     |      2      |    128     |      8      |     2048    |      8       |       64      |  2.87  
171|      32     |      2      |    128     |      2      |     2048    |      8       |       64      |  2.87  
172|      32     |      2      |    128     |      4      |     2048    |      8       |       64      |  2.87  
173|     128     |      1      |     64     |      8      |     2048    |      8       |       64      |  2.87  
174|     128     |      1      |     64     |      4      |     2048    |      8       |       64      |  2.88  
175|     128     |      2      |     64     |      8      |     2048    |      8       |       64      |  2.88  
176|     128     |      4      |     64     |      8      |     2048    |      8       |       64      |  2.88  
177|      64     |      4      |     64     |      8      |     2048    |      8       |       64      |  2.88  
178|     128     |      2      |     64     |      4      |     2048    |      8       |       64      |  2.88  
179|      32     |      4      |     64     |      8      |     2048    |      8       |       64      |  2.88  
180|     128     |      4      |     64     |      4      |     2048    |      8       |       64      |  2.88  
181|      64     |      4      |     64     |      4      |     2048    |      8       |       64      |  2.88  
182|      32     |      4      |     64     |      4      |     2048    |      8       |       64      |  2.88  
183|     128     |      4      |     64     |      2      |     2048    |      8       |       64      |  2.88  
184|      64     |      4      |     64     |      2      |     2048    |      8       |       64      |  2.88  
185|     128     |      1      |     32     |      4      |     2048    |      8       |       64      |  2.88  
186|     128     |      1      |     32     |      8      |     2048    |      8       |       64      |  2.88  
187|      64     |      4      |     32     |      8      |     2048    |      8       |       64      |  2.88  
188|     128     |      4      |     32     |      4      |     2048    |      8       |       64      |  2.88  
189|      32     |      4      |     32     |      8      |     2048    |      8       |       64      |  2.88  
190|      64     |      2      |     64     |      8      |     2048    |      8       |       64      |  2.88  
191|     128     |      2      |     64     |      2      |     2048    |      8       |       64      |  2.88  
192|      32     |      4      |     64     |      2      |     2048    |      8       |       64      |  2.88  
193|      16     |      4      |     64     |      8      |     2048    |      8       |       64      |  2.88  
194|      32     |      4      |     32     |      4      |     2048    |      8       |       64      |  2.88  
195|      64     |      4      |     32     |      4      |     2048    |      8       |       64      |  2.88  
196|     128     |      1      |     16     |      8      |     2048    |      8       |       64      |  2.88  
197|     128     |      2      |     32     |      8      |     2048    |      8       |       64      |  2.88  
198|     128     |      4      |     32     |      8      |     2048    |      8       |       64      |  2.88  
199|      16     |      4      |     64     |      4      |     2048    |      8       |       64      |  2.88  
200|     128     |      2      |     32     |      4      |     2048    |      8       |       64      |  2.88  
201|      64     |      2      |     64     |      4      |     2048    |      8       |       64      |  2.88  
202|      64     |      1      |     64     |      8      |     2048    |      8       |       64      |  2.88  
203|      64     |      1      |     64     |      4      |     2048    |      8       |       64      |  2.88  
204|      64     |      2      |     32     |      8      |     2048    |      8       |       64      |  2.88  
205|      32     |      4      |     16     |      8      |     2048    |      8       |       64      |  2.88  
206|     128     |      2      |     16     |      8      |     2048    |      8       |       64      |  2.88  
207|     128     |      4      |     16     |      8      |     2048    |      8       |       64      |  2.88  
208|      32     |      2      |     64     |      8      |     2048    |      8       |       64      |  2.88  
209|      16     |      4      |     64     |      2      |     2048    |      8       |       64      |  2.88  
210|      16     |      4      |     32     |      8      |     2048    |      8       |       64      |  2.88  
211|      64     |      2      |     32     |      4      |     2048    |      8       |       64      |  2.88  
212|      64     |      4      |     16     |      8      |     2048    |      8       |       64      |  2.88  
213|      64     |      2      |     64     |      2      |     2048    |      8       |       64      |  2.88  
214|     128     |      1      |     16     |      4      |     2048    |      8       |       64      |  2.88  
215|      64     |      1      |     64     |      2      |     2048    |      8       |       64      |  2.88  
216|      16     |      4      |     32     |      4      |     2048    |      8       |       64      |  2.88  
217|      32     |      2      |     64     |      4      |     2048    |      8       |       64      |  2.88  
218|      64     |      4      |     16     |      4      |     2048    |      8       |       64      |  2.88  
219|     128     |      2      |     16     |      4      |     2048    |      8       |       64      |  2.88  
220|      32     |      2      |     64     |      2      |     2048    |      8       |       64      |  2.88  
221|      32     |      4      |     16     |      4      |     2048    |      8       |       64      |  2.88  
222|      64     |      1      |     32     |      4      |     2048    |      8       |       64      |  2.88  
223|     128     |      4      |     16     |      4      |     2048    |      8       |       64      |  2.88  
224|      64     |      1      |     16     |      8      |     2048    |      8       |       64      |  2.88  
225|      64     |      1      |     32     |      8      |     2048    |      8       |       64      |  2.88  
226|      32     |      2      |     32     |      8      |     2048    |      8       |       64      |  2.88  
227|      32     |      2      |     32     |      4      |     2048    |      8       |       64      |  2.88  
228|      16     |      4      |     16     |      8      |     2048    |      8       |       64      |  2.88  
229|      64     |      2      |     16     |      8      |     2048    |      8       |       64      |  2.88  
230|      64     |      1      |     16     |      4      |     2048    |      8       |       64      |  2.88  
231|      64     |      2      |     16     |      4      |     2048    |      8       |       64      |  2.88  
232|      32     |      2      |     16     |      8      |     2048    |      8       |       64      |  2.88  
233|      16     |      4      |     16     |      4      |     2048    |      8       |       64      |  2.88  
234|      32     |      2      |     16     |      4      |     2048    |      8       |       64      |  2.88  
235|     128     |      1      |     32     |      2      |     2048    |      8       |       64      |  2.88  
236|     128     |      4      |     32     |      2      |     2048    |      8       |       64      |  2.88  
237|      64     |      4      |     32     |      2      |     2048    |      8       |       64      |  2.88  
238|     128     |      2      |     32     |      2      |     2048    |      8       |       64      |  2.88  
239|      32     |      4      |     32     |      2      |     2048    |      8       |       64      |  2.88  
240|      64     |      2      |     32     |      2      |     2048    |      8       |       64      |  2.88  
241|      16     |      4      |     32     |      2      |     2048    |      8       |       64      |  2.88  
242|      64     |      1      |     32     |      2      |     2048    |      8       |       64      |  2.88  
243|      32     |      2      |     32     |      2      |     2048    |      8       |       64      |  2.88  
244|     128     |      1      |     16     |      2      |     2048    |      8       |       64      |  2.89  
245|      64     |      4      |     16     |      2      |     2048    |      8       |       64      |  2.89  
246|      32     |      4      |     16     |      2      |     2048    |      8       |       64      |  2.89  
247|     128     |      4      |     16     |      2      |     2048    |      8       |       64      |  2.89  
248|     128     |      2      |     16     |      2      |     2048    |      8       |       64      |  2.89  
249|      16     |      4      |     16     |      2      |     2048    |      8       |       64      |  2.89  
250|      64     |      2      |     16     |      2      |     2048    |      8       |       64      |  2.89  
251|      64     |      1      |     16     |      2      |     2048    |      8       |       64      |  2.89  
252|      32     |      2      |     16     |      2      |     2048    |      8       |       64      |  2.89  
253|      16     |      2      |    128     |      2      |     2048    |      8       |       64      |  2.89  
254|      16     |      2      |    128     |      4      |     2048    |      8       |       64      |  2.89  
255|      16     |      2      |    128     |      8      |     2048    |      8       |       64      |  2.89  
256|      16     |      2      |     64     |      8      |     2048    |      8       |       64      |  2.90  
257|      16     |      2      |     32     |      4      |     2048    |      8       |       64      |  2.90  
258|      16     |      2      |     64     |      4      |     2048    |      8       |       64      |  2.90  
259|      16     |      2      |     32     |      8      |     2048    |      8       |       64      |  2.90  
260|      16     |      2      |     64     |      2      |     2048    |      8       |       64      |  2.90  
261|      16     |      2      |     16     |      8      |     2048    |      8       |       64      |  2.90  
262|      16     |      2      |     16     |      4      |     2048    |      8       |       64      |  2.90  
263|      32     |      1      |    128     |      2      |     2048    |      8       |       64      |  2.90  
264|      32     |      1      |    128     |      4      |     2048    |      8       |       64      |  2.90  
265|      32     |      1      |    128     |      8      |     2048    |      8       |       64      |  2.90  
266|      32     |      1      |     64     |      4      |     2048    |      8       |       64      |  2.90  
267|      32     |      1      |     64     |      8      |     2048    |      8       |       64      |  2.90  
268|      32     |      1      |     64     |      2      |     2048    |      8       |       64      |  2.90  
269|      32     |      1      |     32     |      4      |     2048    |      8       |       64      |  2.90  
270|      32     |      1      |     32     |      8      |     2048    |      8       |       64      |  2.90  
271|      32     |      1      |     16     |      8      |     2048    |      8       |       64      |  2.90  
272|      32     |      1      |     16     |      4      |     2048    |      8       |       64      |  2.90  
273|      16     |      2      |     32     |      2      |     2048    |      8       |       64      |  2.90  
274|      32     |      1      |     32     |      2      |     2048    |      8       |       64      |  2.91  
275|      16     |      2      |     16     |      2      |     2048    |      8       |       64      |  2.91  
276|      32     |      1      |     16     |      2      |     2048    |      8       |       64      |  2.91  
277|      16     |      1      |    128     |      2      |     2048    |      8       |       64      |  2.94  
278|      16     |      1      |    128     |      8      |     2048    |      8       |       64      |  2.94  
279|      16     |      1      |    128     |      4      |     2048    |      8       |       64      |  2.94  
280|      16     |      1      |     64     |      8      |     2048    |      8       |       64      |  2.94  
281|      16     |      1      |     64     |      4      |     2048    |      8       |       64      |  2.94  
282|      16     |      1      |     64     |      2      |     2048    |      8       |       64      |  2.94  
283|      16     |      1      |     32     |      8      |     2048    |      8       |       64      |  2.94  
284|      16     |      1      |     32     |      4      |     2048    |      8       |       64      |  2.94  
285|      16     |      1      |     16     |      8      |     2048    |      8       |       64      |  2.94  
286|      16     |      1      |     16     |      4      |     2048    |      8       |       64      |  2.94  
287|      16     |      1      |     32     |      2      |     2048    |      8       |       64      |  2.95  
288|      16     |      1      |     16     |      2      |     2048    |      8       |       64      |  2.95  
289|      32     |      2      |    128     |      8      |     2048    |      8       |       32      |  4.30  
290|      64     |      1      |    128     |      2      |     2048    |      8       |       32      |  4.30  
291|      16     |      4      |    128     |      8      |     2048    |      8       |       32      |  4.30  
292|      64     |      2      |    128     |      2      |     2048    |      8       |       32      |  4.30  
293|     128     |      4      |    128     |      2      |     2048    |      8       |       32      |  4.30  
294|      64     |      4      |    128     |      2      |     2048    |      8       |       32      |  4.30  
295|      32     |      2      |    128     |      2      |     2048    |      8       |       32      |  4.30  
296|     128     |      2      |    128     |      2      |     2048    |      8       |       32      |  4.30  
297|      32     |      4      |    128     |      2      |     2048    |      8       |       32      |  4.30  
298|      16     |      4      |    128     |      4      |     2048    |      8       |       32      |  4.30  
299|      32     |      2      |    128     |      4      |     2048    |      8       |       32      |  4.30  
300|     128     |      4      |    128     |      8      |     2048    |      8       |       32      |  4.30  
301|      64     |      4      |    128     |      8      |     2048    |      8       |       32      |  4.30  
302|     128     |      1      |    128     |      2      |     2048    |      8       |       32      |  4.30  
303|     128     |      2      |    128     |      8      |     2048    |      8       |       32      |  4.30  
304|      64     |      2      |    128     |      8      |     2048    |      8       |       32      |  4.30  
305|     128     |      4      |    128     |      4      |     2048    |      8       |       32      |  4.30  
306|      64     |      4      |    128     |      4      |     2048    |      8       |       32      |  4.30  
307|     128     |      2      |    128     |      4      |     2048    |      8       |       32      |  4.30  
308|      64     |      2      |    128     |      4      |     2048    |      8       |       32      |  4.30  
309|      32     |      4      |    128     |      8      |     2048    |      8       |       32      |  4.30  
310|      16     |      4      |    128     |      2      |     2048    |      8       |       32      |  4.30  
311|      32     |      4      |    128     |      4      |     2048    |      8       |       32      |  4.30  
312|     128     |      1      |    128     |      8      |     2048    |      8       |       32      |  4.30  
313|     128     |      1      |    128     |      4      |     2048    |      8       |       32      |  4.30  
314|      64     |      1      |    128     |      8      |     2048    |      8       |       32      |  4.30  
315|      64     |      1      |    128     |      4      |     2048    |      8       |       32      |  4.30  
316|     128     |      2      |     64     |      8      |     2048    |      8       |       32      |  4.30  
317|     128     |      2      |     64     |      4      |     2048    |      8       |       32      |  4.30  
318|     128     |      4      |     64     |      8      |     2048    |      8       |       32      |  4.30  
319|      32     |      4      |     64     |      8      |     2048    |      8       |       32      |  4.30  
320|      64     |      4      |     64     |      8      |     2048    |      8       |       32      |  4.30  
321|     128     |      4      |     64     |      4      |     2048    |      8       |       32      |  4.30  
322|      32     |      4      |     64     |      4      |     2048    |      8       |       32      |  4.30  
323|      64     |      4      |     64     |      4      |     2048    |      8       |       32      |  4.30  
324|      32     |      2      |     64     |      4      |     2048    |      8       |       32      |  4.30  
325|      32     |      2      |     64     |      8      |     2048    |      8       |       32      |  4.30  
326|      64     |      2      |     64     |      8      |     2048    |      8       |       32      |  4.30  
327|      64     |      2      |     64     |      4      |     2048    |      8       |       32      |  4.30  
328|      16     |      4      |     64     |      4      |     2048    |      8       |       32      |  4.30  
329|      64     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.30  
330|      32     |      2      |     64     |      2      |     2048    |      8       |       32      |  4.30  
331|      64     |      2      |     64     |      2      |     2048    |      8       |       32      |  4.30  
332|      64     |      1      |     64     |      8      |     2048    |      8       |       32      |  4.30  
333|      64     |      1      |     64     |      4      |     2048    |      8       |       32      |  4.30  
334|      16     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
335|     128     |      1      |     64     |      4      |     2048    |      8       |       32      |  4.30  
336|     128     |      1      |     64     |      8      |     2048    |      8       |       32      |  4.30  
337|     128     |      2      |     64     |      2      |     2048    |      8       |       32      |  4.30  
338|     128     |      4      |     64     |      2      |     2048    |      8       |       32      |  4.30  
339|      32     |      4      |     64     |      2      |     2048    |      8       |       32      |  4.30  
340|      64     |      4      |     64     |      2      |     2048    |      8       |       32      |  4.30  
341|      64     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.30  
342|      16     |      4      |     64     |      8      |     2048    |      8       |       32      |  4.30  
343|      16     |      4      |     64     |      2      |     2048    |      8       |       32      |  4.30  
344|      16     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
345|     128     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.30  
346|      16     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
347|     128     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.30  
348|     128     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.30  
349|      32     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.30  
350|      64     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.30  
351|     128     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
352|      32     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
353|      64     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
354|     128     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
355|      64     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
356|      32     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
357|      16     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
358|      64     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.30  
359|      32     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.30  
360|      32     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.30  
361|      64     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.30  
362|      64     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.30  
363|      64     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.30  
364|     128     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.30  
365|      64     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
366|     128     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.30  
367|     128     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.30  
368|     128     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
369|      64     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.30  
370|      32     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
371|      32     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
372|      64     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.30  
