  #| i-cache size|i-cache assoc|d-cache size|d-cache assoc|l2-cache size|l2-cache assoc|cache line size| avg. cpi
372|      64     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.30  
373|      16     |      4      |     64     |      8      |     2048    |      8       |       32      |  4.30  
374|      16     |      4      |     64     |      2      |     2048    |      8       |       32      |  4.30  
375|      16     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
376|     128     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.30  
377|      16     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
378|     128     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.30  
379|     128     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.30  
380|      32     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.30  
381|      64     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.30  
382|     128     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
383|      32     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
384|      64     |      4      |     32     |      8      |     2048    |      8       |       32      |  4.30  
385|     128     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
386|      64     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
387|      32     |      4      |     32     |      4      |     2048    |      8       |       32      |  4.30  
388|      16     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
389|      64     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.30  
390|      32     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.30  
391|      32     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.30  
392|      64     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.30  
393|      64     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.30  
394|      64     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.30  
395|     128     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.30  
396|      64     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
397|     128     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.30  
398|     128     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.30  
399|     128     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
400|      64     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.30  
401|      32     |      4      |     16     |      8      |     2048    |      8       |       32      |  4.30  
402|      32     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
403|      64     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.30  
404|      64     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
405|     128     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.30  
406|     128     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
407|      32     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.30  
408|     128     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.30  
409|     128     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.30  
410|      64     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.31  
411|      16     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
412|      32     |      2      |     32     |      2      |     2048    |      16      |       32      |  4.31  
413|     128     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.31  
414|      64     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
415|     128     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
416|      32     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
417|      32     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.31  
418|      64     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.31  
419|     128     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.31  
420|      32     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.31  
421|      32     |      2      |     32     |      2      |     2048    |      4       |       32      |  4.31  
422|      16     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
423|      64     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.31  
424|      64     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
425|     128     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
426|     128     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.31  
427|      32     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
428|      64     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.31  
429|     128     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.31  
430|      16     |      2      |    128     |      8      |     2048    |      8       |       32      |  4.32  
431|      16     |      2      |    128     |      2      |     2048    |      8       |       32      |  4.32  
432|      16     |      2      |    128     |      4      |     2048    |      8       |       32      |  4.32  
433|      16     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.32  
434|      16     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.32  
435|      16     |      2      |     64     |      8      |     2048    |      8       |       32      |  4.32  
436|      16     |      2      |     64     |      4      |     2048    |      8       |       32      |  4.32  
437|      16     |      2      |     64     |      2      |     2048    |      8       |       32      |  4.32  
438|      32     |      2      |     32     |      2      |     1024    |      16      |       32      |  4.32  
439|      16     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.32  
440|      16     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.32  
441|      32     |      2      |     32     |      2      |     1024    |      8       |       32      |  4.32  
442|      32     |      2      |     32     |      2      |     1024    |      4       |       32      |  4.32  
443|      16     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.32  
444|      16     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.33  
445|      32     |      2      |     32     |      2      |     512     |      8       |       32      |  4.33  
446|      32     |      2      |     32     |      2      |     512     |      16      |       32      |  4.33  
447|      32     |      1      |    128     |      2      |     2048    |      8       |       32      |  4.33  
448|      32     |      1      |    128     |      8      |     2048    |      8       |       32      |  4.33  
449|      32     |      1      |    128     |      4      |     2048    |      8       |       32      |  4.33  
450|      32     |      2      |     32     |      2      |     512     |      4       |       32      |  4.33  
451|      32     |      1      |     64     |      8      |     2048    |      8       |       32      |  4.33  
452|      32     |      1      |     64     |      4      |     2048    |      8       |       32      |  4.33  
453|      32     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.33  
454|      32     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.33  
455|      32     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.33  
456|      32     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.33  
457|      32     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.33  
458|      32     |      2      |     32     |      2      |     256     |      8       |       32      |  4.33  
459|      32     |      2      |     32     |      2      |     256     |      16      |       32      |  4.34  
460|      32     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.34  
461|      32     |      2      |     32     |      2      |     256     |      4       |       32      |  4.34  
462|      32     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.34  
463|      16     |      1      |    128     |      2      |     2048    |      8       |       32      |  4.37  
464|      16     |      1      |    128     |      8      |     2048    |      8       |       32      |  4.37  
465|      16     |      1      |    128     |      4      |     2048    |      8       |       32      |  4.37  
466|      16     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.38  
467|      16     |      1      |     64     |      8      |     2048    |      8       |       32      |  4.38  
468|      16     |      1      |     64     |      4      |     2048    |      8       |       32      |  4.38  
469|      16     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.38  
470|      16     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.38  
471|      16     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.38  
472|      16     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.38  
473|      16     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.38  
474|      16     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.38  
